Notes,States,States Code,Single-Year Ages,Single-Year Ages Code,Yearly July 1st Estimates,Yearly July 1st Estimates Code,Population
Total,New York,36,4 years,4,,,671598
,New York,36,5 years,5,2020,2020,231160
,New York,36,5 years,5,2021,2021,225858
,New York,36,5 years,5,2022,2022,218902
Total,New York,36,5 years,5,,,675920
,New York,36,6 years,6,2020,2020,228689
,New York,36,6 years,6,2021,2021,226815
,New York,36,6 years,6,2022,2022,221434
Total,New York,36,6 years,6,,,676938
,New York,36,7 years,7,2020,2020,228472
,New York,36,7 years,7,2021,2021,224669
,New York,36,7 years,7,2022,2022,222892
Total,New York,36,7 years,7,,,676033
,New York,36,8 years,8,2020,2020,228852
,New York,36,8 years,8,2021,2021,224867
,New York,36,8 years,8,2022,2022,220938
Total,New York,36,8 years,8,,,674657
,New York,36,9 years,9,2020,2020,230238
,New York,36,9 years,9,2021,2021,225202
,New York,36,9 years,9,2022,2022,221418
Total,New York,36,9 years,9,,,676858
,New York,36,10 years,10,2020,2020,230281
,New York,36,10 years,10,2021,2021,227043
,New York,36,10 years,10,2022,2022,222169
Total,New York,36,10 years,10,,,679493
,New York,36,11 years,11,2020,2020,230173
,New York,36,11 years,11,2021,2021,226983
,New York,36,11 years,11,2022,2022,224197
Total,New York,36,11 years,11,,,681353
,New York,36,12 years,12,2020,2020,237120
,New York,36,12 years,12,2021,2021,227233
,New York,36,12 years,12,2022,2022,224586
Total,New York,36,12 years,12,,,688939
,New York,36,13 years,13,2020,2020,236657
,New York,36,13 years,13,2021,2021,234523
,New York,36,13 years,13,2022,2022,225178
Total,New York,36,13 years,13,,,696358
,New York,36,14 years,14,2020,2020,234216
,New York,36,14 years,14,2021,2021,234086
,New York,36,14 years,14,2022,2022,232368
Total,New York,36,14 years,14,,,700670
,New York,36,15 years,15,2020,2020,235110
,New York,36,15 years,15,2021,2021,232158
,New York,36,15 years,15,2022,2022,232158
Total,New York,36,15 years,15,,,699426
,New York,36,16 years,16,2020,2020,239795
,New York,36,16 years,16,2021,2021,233370
,New York,36,16 years,16,2022,2022,231121
Total,New York,36,16 years,16,,,704286
,New York,36,17 years,17,2020,2020,240459
,New York,36,17 years,17,2021,2021,238271
,New York,36,17 years,17,2022,2022,232710
Total,New York,36,17 years,17,,,711440
,New York,36,18 years,18,2020,2020,257379
,New York,36,18 years,18,2021,2021,254286
,New York,36,18 years,18,2022,2022,250519
Total,New York,36,18 years,18,,,762184
,New York,36,19 years,19,2020,2020,268040
,New York,36,19 years,19,2021,2021,261938
,New York,36,19 years,19,2022,2022,248060
Total,New York,36,19 years,19,,,778038
,New York,36,20 years,20,2020,2020,269926
,New York,36,20 years,20,2021,2021,277071
,New York,36,20 years,20,2022,2022,258257
Total,New York,36,20 years,20,,,805254
,New York,36,21 years,21,2020,2020,260241
,New York,36,21 years,21,2021,2021,270091
,New York,36,21 years,21,2022,2022,270017
Total,New York,36,21 years,21,,,800349
,New York,36,22 years,22,2020,2020,253917
,New York,36,22 years,22,2021,2021,253903
,New York,36,22 years,22,2022,2022,261445
Total,New York,36,22 years,22,,,769265
,New York,36,23 years,23,2020,2020,257646
,New York,36,23 years,23,2021,2021,251647
,New York,36,23 years,23,2022,2022,256153
Total,New York,36,23 years,23,,,765446
,New York,36,24 years,24,2020,2020,268216
,New York,36,24 years,24,2021,2021,256600
,New York,36,24 years,24,2022,2022,258585
Total,New York,36,24 years,24,,,783401
,New York,36,25 years,25,2020,2020,278637
,New York,36,25 years,25,2021,2021,263928
,New York,36,25 years,25,2022,2022,260892
Total,New York,36,25 years,25,,,803457
,New York,36,26 years,26,2020,2020,286664
,New York,36,26 years,26,2021,2021,271507
,New York,36,26 years,26,2022,2022,266162
Total,New York,36,26 years,26,,,824333
,New York,36,27 years,27,2020,2020,291296
,New York,36,27 years,27,2021,2021,278728
,New York,36,27 years,27,2022,2022,271555
Total,New York,36,27 years,27,,,841579
,New York,36,28 years,28,2020,2020,295286
,New York,36,28 years,28,2021,2021,281939
,New York,36,28 years,28,2022,2022,277276
Total,New York,36,28 years,28,,,854501
,New York,36,29 years,29,2020,2020,301795
,New York,36,29 years,29,2021,2021,285740
,New York,36,29 years,29,2022,2022,278875
Total,New York,36,29 years,29,,,866410
,New York,36,30 years,30,2020,2020,305176
,New York,36,30 years,30,2021,2021,291397
,New York,36,30 years,30,2022,2022,281807
Total,New York,36,30 years,30,,,878380
,New York,36,31 years,31,2020,2020,296411
,New York,36,31 years,31,2021,2021,294564
,New York,36,31 years,31,2022,2022,286476
Total,New York,36,31 years,31,,,877451
,New York,36,32 years,32,2020,2020,291495
,New York,36,32 years,32,2021,2021,286550
,New York,36,32 years,32,2022,2022,289180
Total,New York,36,32 years,32,,,867225
,New York,36,33 years,33,2020,2020,286038
,New York,36,33 years,33,2021,2021,281239
,New York,36,33 years,33,2022,2022,280240
Total,New York,36,33 years,33,,,847517
,New York,36,34 years,34,2020,2020,282099
,New York,36,34 years,34,2021,2021,276288
,New York,36,34 years,34,2022,2022,275068
Total,New York,36,34 years,34,,,833455
,New York,36,35 years,35,2020,2020,278382
,New York,36,35 years,35,2021,2021,273450
,New York,36,35 years,35,2022,2022,270415
Total,New York,36,35 years,35,,,822247
,New York,36,36 years,36,2020,2020,267571
,New York,36,36 years,36,2021,2021,269227
,New York,36,36 years,36,2022,2022,266843
Total,New York,36,36 years,36,,,803641
,New York,36,37 years,37,2020,2020,267592
,New York,36,37 years,37,2021,2021,259373
,New York,36,37 years,37,2022,2022,263413
Total,New York,36,37 years,37,,,790378
,New York,36,38 years,38,2020,2020,264309
,New York,36,38 years,38,2021,2021,260407
,New York,36,38 years,38,2022,2022,253638
Total,New York,36,38 years,38,,,778354
,New York,36,39 years,39,2020,2020,259094
,New York,36,39 years,39,2021,2021,257926
,New York,36,39 years,39,2022,2022,255049
Total,New York,36,39 years,39,,,772069
,New York,36,40 years,40,2020,2020,259542
,New York,36,40 years,40,2021,2021,253197
,New York,36,40 years,40,2022,2022,253100
Total,New York,36,40 years,40,,,765839
,New York,36,41 years,41,2020,2020,248958
,New York,36,41 years,41,2021,2021,253428
,New York,36,41 years,41,2022,2022,247889
Total,New York,36,41 years,41,,,750275
,New York,36,42 years,42,2020,2020,242791
,New York,36,42 years,42,2021,2021,243962
,New York,36,42 years,42,2022,2022,248545
Total,New York,36,42 years,42,,,735298
,New York,36,43 years,43,2020,2020,240304
,New York,36,43 years,43,2021,2021,238295
,New York,36,43 years,43,2022,2022,240109
Total,New York,36,43 years,43,,,718708
,New York,36,44 years,44,2020,2020,234135
,New York,36,44 years,44,2021,2021,236158
,New York,36,44 years,44,2022,2022,234369
Total,New York,36,44 years,44,,,704662
,New York,36,45 years,45,2020,2020,238315
,New York,36,45 years,45,2021,2021,230077
,New York,36,45 years,45,2022,2022,232654
Total,New York,36,45 years,45,,,701046
,New York,36,46 years,46,2020,2020,232129
,New York,36,46 years,46,2021,2021,234005
,New York,36,46 years,46,2022,2022,226234
Total,New York,36,46 years,46,,,692368
,New York,36,47 years,47,2020,2020,234362
,New York,36,47 years,47,2021,2021,228522
,New York,36,47 years,47,2022,2022,230625
Total,New York,36,47 years,47,,,693509
,New York,36,48 years,48,2020,2020,246486
,New York,36,48 years,48,2021,2021,230586
,New York,36,48 years,48,2022,2022,225181
Total,New York,36,48 years,48,,,702253
,New York,36,49 years,49,2020,2020,265172
,New York,36,49 years,49,2021,2021,242861
,New York,36,49 years,49,2022,2022,227091
Total,New York,36,49 years,49,,,735124
,New York,36,50 years,50,2020,2020,267793
,New York,36,50 years,50,2021,2021,261368
,New York,36,50 years,50,2022,2022,239347
Total,New York,36,50 years,50,,,768508
,New York,36,51 years,51,2020,2020,260771
,New York,36,51 years,51,2021,2021,263598
,New York,36,51 years,51,2022,2022,257369
Total,New York,36,51 years,51,,,781738
,New York,36,52 years,52,2020,2020,257765
,New York,36,52 years,52,2021,2021,256605
,New York,36,52 years,52,2022,2022,259414
Total,New York,36,52 years,52,,,773784
,New York,36,53 years,53,2020,2020,260661
,New York,36,53 years,53,2021,2021,253816
,New York,36,53 years,53,2022,2022,252431
Total,New York,36,53 years,53,,,766908
,New York,36,54 years,54,2020,2020,267605
,New York,36,54 years,54,2021,2021,256832
,New York,36,54 years,54,2022,2022,250045
Total,New York,36,54 years,54,,,774482
,New York,36,55 years,55,2020,2020,277726
,New York,36,55 years,55,2021,2021,263117
,New York,36,55 years,55,2022,2022,252482
Total,New York,36,55 years,55,,,793325
,New York,36,56 years,56,2020,2020,281435
,New York,36,56 years,56,2021,2021,272844
,New York,36,56 years,56,2022,2022,258389
Total,New York,36,56 years,56,,,812668
,New York,36,57 years,57,2020,2020,278736
,New York,36,57 years,57,2021,2021,276497
,New York,36,57 years,57,2022,2022,267802
Total,New York,36,57 years,57,,,823035
,New York,36,58 years,58,2020,2020,277000
,New York,36,58 years,58,2021,2021,274050
,New York,36,58 years,58,2022,2022,271862
Total,New York,36,58 years,58,,,822912
,New York,36,59 years,59,2020,2020,276500
,New York,36,59 years,59,2021,2021,271721
,New York,36,59 years,59,2022,2022,268959
Total,New York,36,59 years,59,,,817180
,New York,36,60 years,60,2020,2020,274310
,New York,36,60 years,60,2021,2021,271190
,New York,36,60 years,60,2022,2022,266302
Total,New York,36,60 years,60,,,811802
,New York,36,61 years,61,2020,2020,267483
,New York,36,61 years,61,2021,2021,268661
,New York,36,61 years,61,2022,2022,265752
Total,New York,36,61 years,61,,,801896
,New York,36,62 years,62,2020,2020,263010
,New York,36,62 years,62,2021,2021,261801
,New York,36,62 years,62,2022,2022,262857
Total,New York,36,62 years,62,,,787668
,New York,36,63 years,63,2020,2020,255892
,New York,36,63 years,63,2021,2021,256652
,New York,36,63 years,63,2022,2022,255156
Total,New York,36,63 years,63,,,767700
,New York,36,64 years,64,2020,2020,243652
,New York,36,64 years,64,2021,2021,249623
,New York,36,64 years,64,2022,2022,250398
Total,New York,36,64 years,64,,,743673
,New York,36,65 years,65,2020,2020,237340
,New York,36,65 years,65,2021,2021,238400
,New York,36,65 years,65,2022,2022,243775
Total,New York,36,65 years,65,,,719515
,New York,36,66 years,66,2020,2020,225761
,New York,36,66 years,66,2021,2021,231956
,New York,36,66 years,66,2022,2022,232405
Total,New York,36,66 years,66,,,690122
,New York,36,67 years,67,2020,2020,214676
,New York,36,67 years,67,2021,2021,220335
,New York,36,67 years,67,2022,2022,225869
Total,New York,36,67 years,67,,,660880
,New York,36,68 years,68,2020,2020,206981
,New York,36,68 years,68,2021,2021,209555
,New York,36,68 years,68,2022,2022,214512
Total,New York,36,68 years,68,,,631048
,New York,36,69 years,69,2020,2020,198080
,New York,36,69 years,69,2021,2021,201688
,New York,36,69 years,69,2022,2022,203750
Total,New York,36,69 years,69,,,603518
,New York,36,70 years,70,2020,2020,190890
,New York,36,70 years,70,2021,2021,193150
,New York,36,70 years,70,2022,2022,196288
Total,New York,36,70 years,70,,,580328
,New York,36,71 years,71,2020,2020,184329
,New York,36,71 years,71,2021,2021,186115
,New York,36,71 years,71,2022,2022,188051
Total,New York,36,71 years,71,,,558495
,New York,36,72 years,72,2020,2020,179440
,New York,36,72 years,72,2021,2021,179262
,New York,36,72 years,72,2022,2022,180881
Total,New York,36,72 years,72,,,539583
,New York,36,73 years,73,2020,2020,187016
,New York,36,73 years,73,2021,2021,174468
,New York,36,73 years,73,2022,2022,174177
Total,New York,36,73 years,73,,,535661
,New York,36,74 years,74,2020,2020,135690
,New York,36,74 years,74,2021,2021,181176
,New York,36,74 years,74,2022,2022,169124
Total,New York,36,74 years,74,,,485990
,New York,36,75 years,75,2020,2020,129735
,New York,36,75 years,75,2021,2021,131262
,New York,36,75 years,75,2022,2022,175326
Total,New York,36,75 years,75,,,436323
,New York,36,76 years,76,2020,2020,124865
,New York,36,76 years,76,2021,2021,125427
,New York,36,76 years,76,2022,2022,126981
Total,New York,36,76 years,76,,,377273
,New York,36,77 years,77,2020,2020,126665
,New York,36,77 years,77,2021,2021,120527
,New York,36,77 years,77,2022,2022,121168
Total,New York,36,77 years,77,,,368360
,New York,36,78 years,78,2020,2020,109927
,New York,36,78 years,78,2021,2021,121621
,New York,36,78 years,78,2022,2022,115877
Total,New York,36,78 years,78,,,347425
,New York,36,79 years,79,2020,2020,98922
,New York,36,79 years,79,2021,2021,105326
,New York,36,79 years,79,2022,2022,116550
Total,New York,36,79 years,79,,,320798
,New York,36,80 years,80,2020,2020,91929
,New York,36,80 years,80,2021,2021,94456
,New York,36,80 years,80,2022,2022,100724
Total,New York,36,80 years,80,,,287109
,New York,36,81 years,81,2020,2020,85984
,New York,36,81 years,81,2021,2021,87374
,New York,36,81 years,81,2022,2022,89994
Total,New York,36,81 years,81,,,263352
,New York,36,82 years,82,2020,2020,81286
,New York,36,82 years,82,2021,2021,81454
,New York,36,82 years,82,2022,2022,82909
Total,New York,36,82 years,82,,,245649
,New York,36,83 years,83,2020,2020,73057
,New York,36,83 years,83,2021,2021,76278
,New York,36,83 years,83,2022,2022,76606
Total,New York,36,83 years,83,,,225941
,New York,36,84 years,84,2020,2020,68167
,New York,36,84 years,84,2021,2021,68196
,New York,36,84 years,84,2022,2022,71425
Total,New York,36,84 years,84,,,207788
,New York,36,85+ years,85+,2020,2020,449114
,New York,36,85+ years,85+,2021,2021,452521
,New York,36,85+ years,85+,2022,2022,457184
Total,New York,36,85+ years,85+,,,1358819
Total,New York,36,,,,,59642939
,North Carolina,37,< 1 year,0,2020,2020,114737
,North Carolina,37,< 1 year,0,2021,2021,116056
,North Carolina,37,< 1 year,0,2022,2022,121554
Total,North Carolina,37,< 1 year,0,,,352347
,North Carolina,37,1 year,1,2020,2020,115252
,North Carolina,37,1 year,1,2021,2021,115961
,North Carolina,37,1 year,1,2022,2022,117878
Total,North Carolina,37,1 year,1,,,349091
,North Carolina,37,2 years,2,2020,2020,117557
,North Carolina,37,2 years,2,2021,2021,116547
,North Carolina,37,2 years,2,2022,2022,117750
Total,North Carolina,37,2 years,2,,,351854
,North Carolina,37,3 years,3,2020,2020,118964
,North Carolina,37,3 years,3,2021,2021,118903
,North Carolina,37,3 years,3,2022,2022,118542
Total,North Carolina,37,3 years,3,,,356409
,North Carolina,37,4 years,4,2020,2020,121762
,North Carolina,37,4 years,4,2021,2021,120403
,North Carolina,37,4 years,4,2022,2022,120766
Total,North Carolina,37,4 years,4,,,362931
,North Carolina,37,5 years,5,2020,2020,122789
,North Carolina,37,5 years,5,2021,2021,123023
,North Carolina,37,5 years,5,2022,2022,122446
Total,North Carolina,37,5 years,5,,,368258
,North Carolina,37,6 years,6,2020,2020,122799
,North Carolina,37,6 years,6,2021,2021,124247
,North Carolina,37,6 years,6,2022,2022,124831
Total,North Carolina,37,6 years,6,,,371877
,North Carolina,37,7 years,7,2020,2020,122435
,North Carolina,37,7 years,7,2021,2021,123693
,North Carolina,37,7 years,7,2022,2022,126027
Total,North Carolina,37,7 years,7,,,372155
,North Carolina,37,8 years,8,2020,2020,123211
,North Carolina,37,8 years,8,2021,2021,123571
,North Carolina,37,8 years,8,2022,2022,125460
Total,North Carolina,37,8 years,8,,,372242
,North Carolina,37,9 years,9,2020,2020,124698
,North Carolina,37,9 years,9,2021,2021,124318
,North Carolina,37,9 years,9,2022,2022,125019
Total,North Carolina,37,9 years,9,,,374035
,North Carolina,37,10 years,10,2020,2020,128864
,North Carolina,37,10 years,10,2021,2021,125758
,North Carolina,37,10 years,10,2022,2022,125824
Total,North Carolina,37,10 years,10,,,380446
,North Carolina,37,11 years,11,2020,2020,133018
,North Carolina,37,11 years,11,2021,2021,129820
,North Carolina,37,11 years,11,2022,2022,127187
Total,North Carolina,37,11 years,11,,,390025
,North Carolina,37,12 years,12,2020,2020,138380
,North Carolina,37,12 years,12,2021,2021,134045
,North Carolina,37,12 years,12,2022,2022,131294
Total,North Carolina,37,12 years,12,,,403719
,North Carolina,37,13 years,13,2020,2020,138274
,North Carolina,37,13 years,13,2021,2021,139371
,North Carolina,37,13 years,13,2022,2022,135405
Total,North Carolina,37,13 years,13,,,413050
,North Carolina,37,14 years,14,2020,2020,135811
,North Carolina,37,14 years,14,2021,2021,139066
,North Carolina,37,14 years,14,2022,2022,140606
Total,North Carolina,37,14 years,14,,,415483
,North Carolina,37,15 years,15,2020,2020,134100
,North Carolina,37,15 years,15,2021,2021,136666
,North Carolina,37,15 years,15,2022,2022,140274
Total,North Carolina,37,15 years,15,,,411040
,North Carolina,37,16 years,16,2020,2020,134754
,North Carolina,37,16 years,16,2021,2021,134739
,North Carolina,37,16 years,16,2022,2022,137880
Total,North Carolina,37,16 years,16,,,407373
,North Carolina,37,17 years,17,2020,2020,133870
,North Carolina,37,17 years,17,2021,2021,135424
,North Carolina,37,17 years,17,2022,2022,136136
Total,North Carolina,37,17 years,17,,,405430
,North Carolina,37,18 years,18,2020,2020,142457
,North Carolina,37,18 years,18,2021,2021,142320
,North Carolina,37,18 years,18,2022,2022,142873
Total,North Carolina,37,18 years,18,,,427650
,North Carolina,37,19 years,19,2020,2020,154928
,North Carolina,37,19 years,19,2021,2021,154161
,North Carolina,37,19 years,19,2022,2022,148007
Total,North Carolina,37,19 years,19,,,457096
,North Carolina,37,20 years,20,2020,2020,152295
,North Carolina,37,20 years,20,2021,2021,160005
,North Carolina,37,20 years,20,2022,2022,150945
Total,North Carolina,37,20 years,20,,,463245
,North Carolina,37,21 years,21,2020,2020,144136
,North Carolina,37,21 years,21,2021,2021,153587
,North Carolina,37,21 years,21,2022,2022,157448
Total,North Carolina,37,21 years,21,,,455171
,North Carolina,37,22 years,22,2020,2020,139516
,North Carolina,37,22 years,22,2021,2021,145389
,North Carolina,37,22 years,22,2022,2022,153156
Total,North Carolina,37,22 years,22,,,438061
,North Carolina,37,23 years,23,2020,2020,134874
,North Carolina,37,23 years,23,2021,2021,139931
,North Carolina,37,23 years,23,2022,2022,145458
Total,North Carolina,37,23 years,23,,,420263
,North Carolina,37,24 years,24,2020,2020,133484
,North Carolina,37,24 years,24,2021,2021,135935
,North Carolina,37,24 years,24,2022,2022,140732
Total,North Carolina,37,24 years,24,,,410151
,North Carolina,37,25 years,25,2020,2020,135816
,North Carolina,37,25 years,25,2021,2021,135172
,North Carolina,37,25 years,25,2022,2022,137338
Total,North Carolina,37,25 years,25,,,408326
,North Carolina,37,26 years,26,2020,2020,138872
,North Carolina,37,26 years,26,2021,2021,137444
,North Carolina,37,26 years,26,2022,2022,137501
Total,North Carolina,37,26 years,26,,,413817
,North Carolina,37,27 years,27,2020,2020,140871
,North Carolina,37,27 years,27,2021,2021,141257
,North Carolina,37,27 years,27,2022,2022,140094
Total,North Carolina,37,27 years,27,,,422222
,North Carolina,37,28 years,28,2020,2020,143399
,North Carolina,37,28 years,28,2021,2021,142976
,North Carolina,37,28 years,28,2022,2022,143326
Total,North Carolina,37,28 years,28,,,429701
,North Carolina,37,29 years,29,2020,2020,145457
,North Carolina,37,29 years,29,2021,2021,145421
